Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Montrose Beach,2015-06-09 13:00:00,15.4,2.04,0.108,4.0,10.8,06/09/2015 1:00 PM,MontroseBeach201506091300
Montrose Beach,2015-06-09 14:00:00,15.4,2.05,0.117,3.0,10.8,06/09/2015 2:00 PM,MontroseBeach201506091400
Montrose Beach,2015-06-09 15:00:00,16.2,2.05,0.094,3.0,10.8,06/09/2015 3:00 PM,MontroseBeach201506091500
Montrose Beach,2015-06-09 16:00:00,16.3,2.09,0.126,4.0,10.8,06/09/2015 4:00 PM,MontroseBeach201506091600
Montrose Beach,2015-06-09 17:00:00,16.4,2.28,0.112,8.0,10.8,06/09/2015 5:00 PM,MontroseBeach201506091700
Montrose Beach,2015-06-09 18:00:00,15.8,2.2,0.128,7.0,10.8,06/09/2015 6:00 PM,MontroseBeach201506091800
Montrose Beach,2015-06-09 19:00:00,15.6,2.08,0.117,6.0,10.8,06/09/2015 7:00 PM,MontroseBeach201506091900
Montrose Beach,2015-06-09 20:00:00,15.2,2.08,0.121,4.0,10.8,06/09/2015 8:00 PM,MontroseBeach201506092000
Montrose Beach,2015-06-09 21:00:00,15.1,2.18,0.091,4.0,10.8,06/09/2015 9:00 PM,MontroseBeach201506092100
Montrose Beach,2015-06-09 22:00:00,14.6,1.97,0.086,9.0,10.8,06/09/2015 10:00 PM,MontroseBeach201506092200
Montrose Beach,2015-06-09 23:00:00,14.4,1.82,0.079,4.0,10.8,06/09/2015 11:00 PM,MontroseBeach201506092300
Montrose Beach,2015-06-10 00:00:00,14.4,1.76,0.089,8.0,10.8,06/10/2015 12:00 AM,MontroseBeach201506102400
Montrose Beach,2015-06-10 01:00:00,14.5,1.76,0.086,6.0,10.8,06/10/2015 1:00 AM,MontroseBeach201506100100
Montrose Beach,2015-06-10 02:00:00,14.5,1.82,0.075,5.0,10.8,06/10/2015 2:00 AM,MontroseBeach201506100200
Montrose Beach,2015-06-10 03:00:00,14.4,1.69,0.077,5.0,10.8,06/10/2015 3:00 AM,MontroseBeach201506100300
Montrose Beach,2015-06-10 04:00:00,14.3,1.51,0.072,6.0,10.8,06/10/2015 4:00 AM,MontroseBeach201506100400
Montrose Beach,2015-06-10 05:00:00,14.2,1.43,0.078,5.0,10.8,06/10/2015 5:00 AM,MontroseBeach201506100500
Montrose Beach,2015-06-10 06:00:00,14.2,1.22,0.087,5.0,10.8,06/10/2015 6:00 AM,MontroseBeach201506100600
Montrose Beach,2015-06-10 07:00:00,14.3,1.21,0.085,3.0,10.8,06/10/2015 7:00 AM,MontroseBeach201506100700
Montrose Beach,2015-06-10 08:00:00,14.4,1.3,0.086,3.0,10.8,06/10/2015 8:00 AM,MontroseBeach201506100800
Montrose Beach,2015-06-10 09:00:00,14.8,1.48,0.09,3.0,10.8,06/10/2015 9:00 AM,MontroseBeach201506100900
Montrose Beach,2015-06-10 10:00:00,15.0,1.29,0.093,8.0,10.8,06/10/2015 10:00 AM,MontroseBeach201506101000
Montrose Beach,2015-06-10 11:00:00,15.2,1.18,0.094,3.0,10.8,06/10/2015 11:00 AM,MontroseBeach201506101100
Montrose Beach,2015-06-10 12:00:00,15.4,1.22,0.131,4.0,10.8,06/10/2015 12:00 PM,MontroseBeach201506101200
Montrose Beach,2015-06-10 13:00:00,15.8,1.3,0.117,4.0,10.8,06/10/2015 1:00 PM,MontroseBeach201506101300
Montrose Beach,2015-06-10 14:00:00,16.2,1.17,0.117,4.0,10.7,06/10/2015 2:00 PM,MontroseBeach201506101400
Montrose Beach,2015-06-10 15:00:00,16.3,1.06,0.138,3.0,10.8,06/10/2015 3:00 PM,MontroseBeach201506101500
Montrose Beach,2015-06-10 16:00:00,18.3,1.58,0.139,9.0,10.7,06/10/2015 4:00 PM,MontroseBeach201506101600
Montrose Beach,2015-06-10 17:00:00,20.5,2.09,0.143,8.0,10.8,06/10/2015 5:00 PM,MontroseBeach201506101700
Montrose Beach,2015-06-10 18:00:00,18.2,1.38,0.156,7.0,10.8,06/10/2015 6:00 PM,MontroseBeach201506101800
Montrose Beach,2015-06-10 19:00:00,18.4,1.32,0.167,2.0,10.8,06/10/2015 7:00 PM,MontroseBeach201506101900
Montrose Beach,2015-06-10 20:00:00,18.8,1.5,0.159,3.0,10.8,06/10/2015 8:00 PM,MontroseBeach201506102000
Montrose Beach,2015-06-10 21:00:00,18.6,1.47,0.129,4.0,10.8,06/10/2015 9:00 PM,MontroseBeach201506102100
Montrose Beach,2015-06-10 22:00:00,17.5,1.42,0.127,10.0,10.8,06/10/2015 10:00 PM,MontroseBeach201506102200
Montrose Beach,2015-06-10 23:00:00,17.5,1.63,0.123,4.0,10.8,06/10/2015 11:00 PM,MontroseBeach201506102300
Montrose Beach,2015-06-11 00:00:00,17.5,1.31,0.121,3.0,10.7,06/11/2015 12:00 AM,MontroseBeach201506112400
Montrose Beach,2015-06-11 01:00:00,17.2,1.35,0.12,6.0,10.7,06/11/2015 1:00 AM,MontroseBeach201506110100
Montrose Beach,2015-06-11 02:00:00,17.2,1.43,0.118,5.0,10.8,06/11/2015 2:00 AM,MontroseBeach201506110200
Montrose Beach,2015-06-11 03:00:00,17.3,1.22,0.112,5.0,10.7,06/11/2015 3:00 AM,MontroseBeach201506110300
Montrose Beach,2015-06-11 04:00:00,16.9,1.0,0.116,3.0,10.7,06/11/2015 4:00 AM,MontroseBeach201506110400
Montrose Beach,2015-06-11 05:00:00,16.7,0.99,0.163,2.0,10.7,06/11/2015 5:00 AM,MontroseBeach201506110500
Montrose Beach,2015-06-11 06:00:00,16.6,0.99,0.129,4.0,10.7,06/11/2015 6:00 AM,MontroseBeach201506110600
Montrose Beach,2015-06-11 07:00:00,16.6,0.91,0.126,3.0,10.7,06/11/2015 7:00 AM,MontroseBeach201506110700
Montrose Beach,2015-06-11 08:00:00,16.7,0.97,0.187,2.0,10.7,06/11/2015 8:00 AM,MontroseBeach201506110800
Montrose Beach,2015-06-11 12:00:00,16.8,1.54,0.255,2.0,10.7,06/11/2015 12:00 PM,MontroseBeach201506111200
Montrose Beach,2015-06-11 13:00:00,17.0,1.8,0.248,3.0,10.7,06/11/2015 1:00 PM,MontroseBeach201506111300
Montrose Beach,2015-06-11 14:00:00,16.7,1.75,0.194,2.0,10.7,06/11/2015 2:00 PM,MontroseBeach201506111400
Montrose Beach,2015-06-11 15:00:00,16.6,1.72,0.323,3.0,10.7,06/11/2015 3:00 PM,MontroseBeach201506111500
Montrose Beach,2015-06-11 16:00:00,16.4,1.84,0.342,3.0,10.7,06/11/2015 4:00 PM,MontroseBeach201506111600
Montrose Beach,2015-06-11 17:00:00,16.4,2.65,0.361,3.0,10.7,06/11/2015 5:00 PM,MontroseBeach201506111700
Montrose Beach,2015-06-11 18:00:00,16.5,3.94,0.41,4.0,10.7,06/11/2015 6:00 PM,MontroseBeach201506111800
Montrose Beach,2015-06-11 19:00:00,16.1,2.71,0.394,4.0,10.7,06/11/2015 7:00 PM,MontroseBeach201506111900
Montrose Beach,2015-06-11 20:00:00,16.1,2.24,0.379,4.0,10.7,06/11/2015 8:00 PM,MontroseBeach201506112000
Montrose Beach,2015-06-11 21:00:00,16.1,2.27,0.365,4.0,10.7,06/11/2015 9:00 PM,MontroseBeach201506112100
Montrose Beach,2015-06-11 22:00:00,16.0,2.84,0.377,4.0,10.7,06/11/2015 10:00 PM,MontroseBeach201506112200
Montrose Beach,2015-06-11 23:00:00,15.9,3.27,0.358,4.0,10.7,06/11/2015 11:00 PM,MontroseBeach201506112300
Montrose Beach,2015-06-12 00:00:00,15.8,2.3,0.348,4.0,10.7,06/12/2015 12:00 AM,MontroseBeach201506122400
Montrose Beach,2015-06-12 01:00:00,15.9,2.35,0.311,4.0,10.6,06/12/2015 1:00 AM,MontroseBeach201506120100
Montrose Beach,2015-06-12 02:00:00,15.9,2.47,0.303,4.0,10.6,06/12/2015 2:00 AM,MontroseBeach201506120200
Montrose Beach,2015-06-12 03:00:00,15.8,2.69,0.305,4.0,10.6,06/12/2015 3:00 AM,MontroseBeach201506120300
Montrose Beach,2015-06-12 04:00:00,15.8,2.54,0.316,3.0,10.6,06/12/2015 4:00 AM,MontroseBeach201506120400
Montrose Beach,2015-06-12 05:00:00,15.8,2.68,0.289,5.0,10.6,06/12/2015 5:00 AM,MontroseBeach201506120500
Montrose Beach,2015-06-12 06:00:00,15.8,1.96,0.283,4.0,10.6,06/12/2015 6:00 AM,MontroseBeach201506120600
Montrose Beach,2015-06-12 07:00:00,15.9,1.99,0.278,5.0,10.6,06/12/2015 7:00 AM,MontroseBeach201506120700
Montrose Beach,2015-06-12 08:00:00,16.0,2.06,0.276,5.0,10.6,06/12/2015 8:00 AM,MontroseBeach201506120800
Montrose Beach,2015-06-12 09:00:00,16.0,2.41,0.287,5.0,10.6,06/12/2015 9:00 AM,MontroseBeach201506120900
Montrose Beach,2015-06-12 10:00:00,16.1,2.2,0.251,4.0,10.6,06/12/2015 10:00 AM,MontroseBeach201506121000
Montrose Beach,2015-06-12 11:00:00,16.0,2.85,0.323,3.0,10.6,06/12/2015 11:00 AM,MontroseBeach201506121100
Montrose Beach,2015-06-12 12:00:00,16.0,2.93,0.358,5.0,10.6,06/12/2015 12:00 PM,MontroseBeach201506121200
Montrose Beach,2015-06-12 13:00:00,16.0,3.44,0.368,3.0,10.6,06/12/2015 1:00 PM,MontroseBeach201506121300
Montrose Beach,2015-06-12 14:00:00,16.0,4.67,0.383,5.0,10.6,06/12/2015 2:00 PM,MontroseBeach201506121400
Montrose Beach,2015-06-12 15:00:00,15.8,6.52,0.358,3.0,10.6,06/12/2015 3:00 PM,MontroseBeach201506121500
Montrose Beach,2015-06-12 16:00:00,15.6,5.87,0.393,4.0,10.5,06/12/2015 4:00 PM,MontroseBeach201506121600
Montrose Beach,2015-06-12 17:00:00,15.6,5.26,0.366,3.0,10.6,06/12/2015 5:00 PM,MontroseBeach201506121700
Montrose Beach,2015-06-12 18:00:00,15.4,5.39,0.369,4.0,10.6,06/12/2015 6:00 PM,MontroseBeach201506121800
Montrose Beach,2015-06-12 19:00:00,15.4,5.75,0.349,4.0,10.6,06/12/2015 7:00 PM,MontroseBeach201506121900
Montrose Beach,2015-06-12 20:00:00,15.4,5.9,0.369,5.0,10.6,06/12/2015 8:00 PM,MontroseBeach201506122000
Montrose Beach,2015-06-12 21:00:00,15.1,5.23,0.371,5.0,10.6,06/12/2015 9:00 PM,MontroseBeach201506122100
Montrose Beach,2015-06-12 22:00:00,15.2,6.03,0.364,5.0,10.6,06/12/2015 10:00 PM,MontroseBeach201506122200
Montrose Beach,2015-06-12 23:00:00,14.8,4.09,0.338,5.0,10.6,06/12/2015 11:00 PM,MontroseBeach201506122300
Montrose Beach,2015-06-13 00:00:00,15.0,5.11,0.323,3.0,10.6,06/13/2015 12:00 AM,MontroseBeach201506132400
Montrose Beach,2015-06-13 01:00:00,14.9,4.54,0.284,3.0,10.6,06/13/2015 1:00 AM,MontroseBeach201506130100
Montrose Beach,2015-06-13 02:00:00,14.8,5.4,0.284,5.0,10.5,06/13/2015 2:00 AM,MontroseBeach201506130200
Montrose Beach,2015-06-13 03:00:00,14.7,3.74,0.293,4.0,10.5,06/13/2015 3:00 AM,MontroseBeach201506130300
Montrose Beach,2015-06-13 04:00:00,14.7,3.63,0.283,4.0,10.5,06/13/2015 4:00 AM,MontroseBeach201506130400
Montrose Beach,2015-06-13 05:00:00,14.7,2.61,0.244,4.0,10.5,06/13/2015 5:00 AM,MontroseBeach201506130500
Montrose Beach,2015-06-13 06:00:00,14.8,3.47,0.242,4.0,10.5,06/13/2015 6:00 AM,MontroseBeach201506130600
Montrose Beach,2015-06-13 07:00:00,14.8,2.89,0.24,4.0,10.5,06/13/2015 7:00 AM,MontroseBeach201506130700
Montrose Beach,2015-06-13 08:00:00,14.8,3.89,0.229,3.0,10.5,06/13/2015 8:00 AM,MontroseBeach201506130800
Montrose Beach,2015-06-13 09:00:00,15.1,3.57,0.231,4.0,10.5,06/13/2015 9:00 AM,MontroseBeach201506130900
Montrose Beach,2015-06-13 10:00:00,15.1,2.74,0.213,5.0,10.5,06/13/2015 10:00 AM,MontroseBeach201506131000
Montrose Beach,2015-06-13 11:00:00,16.1,4.34,0.223,5.0,10.5,06/13/2015 11:00 AM,MontroseBeach201506131100
Montrose Beach,2015-06-13 12:00:00,15.5,2.74,0.211,4.0,10.5,06/13/2015 12:00 PM,MontroseBeach201506131200
Montrose Beach,2015-06-13 13:00:00,15.8,2.52,0.199,4.0,10.5,06/13/2015 1:00 PM,MontroseBeach201506131300
Montrose Beach,2015-06-13 14:00:00,15.8,2.09,0.201,4.0,10.5,06/13/2015 2:00 PM,MontroseBeach201506131400
Montrose Beach,2015-06-13 15:00:00,16.2,1.79,0.199,4.0,10.5,06/13/2015 3:00 PM,MontroseBeach201506131500
Montrose Beach,2015-06-13 16:00:00,15.8,1.73,0.206,4.0,10.5,06/13/2015 4:00 PM,MontroseBeach201506131600
Montrose Beach,2015-06-13 17:00:00,16.0,2.98,0.254,4.0,10.5,06/13/2015 5:00 PM,MontroseBeach201506131700
Montrose Beach,2015-06-13 18:00:00,16.1,3.18,0.263,4.0,10.5,06/13/2015 6:00 PM,MontroseBeach201506131800
Montrose Beach,2015-06-13 19:00:00,16.3,3.02,0.232,3.0,10.5,06/13/2015 7:00 PM,MontroseBeach201506131900
Montrose Beach,2015-06-13 20:00:00,16.4,2.98,0.222,3.0,10.5,06/13/2015 8:00 PM,MontroseBeach201506132000
Montrose Beach,2015-06-13 21:00:00,16.4,2.8,0.192,4.0,10.5,06/13/2015 9:00 PM,MontroseBeach201506132100
Montrose Beach,2015-06-13 22:00:00,16.4,2.53,0.174,3.0,10.5,06/13/2015 10:00 PM,MontroseBeach201506132200
Montrose Beach,2015-06-13 23:00:00,16.3,2.63,0.174,3.0,10.5,06/13/2015 11:00 PM,MontroseBeach201506132300
Montrose Beach,2015-06-14 00:00:00,16.3,2.52,0.159,4.0,10.5,06/14/2015 12:00 AM,MontroseBeach201506142400
Montrose Beach,2015-06-14 02:00:00,16.6,2.01,0.147,3.0,10.5,06/14/2015 2:00 AM,MontroseBeach201506140200
Montrose Beach,2015-06-14 03:00:00,16.0,1.96,0.128,3.0,10.5,06/14/2015 3:00 AM,MontroseBeach201506140300
Montrose Beach,2015-06-14 04:00:00,16.2,2.11,0.129,3.0,10.5,06/14/2015 4:00 AM,MontroseBeach201506140400
Montrose Beach,2015-06-14 05:00:00,16.2,3.12,0.132,3.0,10.5,06/14/2015 5:00 AM,MontroseBeach201506140500
Montrose Beach,2015-06-14 06:00:00,15.6,2.16,0.116,4.0,10.5,06/14/2015 6:00 AM,MontroseBeach201506140600
Montrose Beach,2015-06-14 07:00:00,15.8,2.35,0.107,4.0,10.5,06/14/2015 7:00 AM,MontroseBeach201506140700
Montrose Beach,2015-06-14 08:00:00,15.7,1.93,0.104,4.0,10.5,06/14/2015 8:00 AM,MontroseBeach201506140800
Montrose Beach,2015-06-14 09:00:00,15.5,1.58,0.1,4.0,10.5,06/14/2015 9:00 AM,MontroseBeach201506140900
Montrose Beach,2015-06-14 10:00:00,16.1,1.61,0.119,3.0,10.5,06/14/2015 10:00 AM,MontroseBeach201506141000
Montrose Beach,2015-06-14 11:00:00,15.7,1.31,0.093,4.0,10.5,06/14/2015 11:00 AM,MontroseBeach201506141100
Montrose Beach,2015-06-14 12:00:00,15.7,1.08,0.1,3.0,10.5,06/14/2015 12:00 PM,MontroseBeach201506141200
Montrose Beach,2015-06-14 13:00:00,15.7,0.85,0.109,4.0,10.5,06/14/2015 1:00 PM,MontroseBeach201506141300
Montrose Beach,2015-06-14 14:00:00,15.8,0.8,0.122,4.0,10.5,06/14/2015 2:00 PM,MontroseBeach201506141400
Montrose Beach,2015-06-14 15:00:00,16.0,0.76,0.15,3.0,10.5,06/14/2015 3:00 PM,MontroseBeach201506141500
Montrose Beach,2015-06-14 16:00:00,16.1,0.69,0.12,4.0,10.5,06/14/2015 4:00 PM,MontroseBeach201506141600
Montrose Beach,2015-06-14 17:00:00,16.2,0.61,0.099,4.0,10.5,06/14/2015 5:00 PM,MontroseBeach201506141700
Montrose Beach,2015-06-14 18:00:00,16.3,0.61,0.144,7.0,10.5,06/14/2015 6:00 PM,MontroseBeach201506141800
Montrose Beach,2015-06-14 19:00:00,17.9,1.35,0.107,6.0,10.5,06/14/2015 7:00 PM,MontroseBeach201506141900
Montrose Beach,2015-06-14 20:00:00,17.2,1.05,0.105,5.0,10.5,06/14/2015 8:00 PM,MontroseBeach201506142000
Montrose Beach,2015-06-14 21:00:00,16.7,1.19,0.089,6.0,10.5,06/14/2015 9:00 PM,MontroseBeach201506142100
Montrose Beach,2015-06-14 22:00:00,16.5,1.11,0.088,9.0,10.5,06/14/2015 10:00 PM,MontroseBeach201506142200
Montrose Beach,2015-06-14 23:00:00,15.9,0.73,0.085,9.0,10.5,06/14/2015 11:00 PM,MontroseBeach201506142300
Montrose Beach,2015-06-15 00:00:00,15.9,0.58,0.082,8.0,10.5,06/15/2015 12:00 AM,MontroseBeach201506152400
Montrose Beach,2015-06-15 01:00:00,15.9,0.61,0.108,6.0,10.5,06/15/2015 1:00 AM,MontroseBeach201506150100
Montrose Beach,2015-06-15 02:00:00,15.8,0.61,0.075,5.0,10.5,06/15/2015 2:00 AM,MontroseBeach201506150200
Montrose Beach,2015-06-15 03:00:00,15.7,0.64,0.107,5.0,10.5,06/15/2015 3:00 AM,MontroseBeach201506150300
Montrose Beach,2015-06-15 04:00:00,15.7,0.56,0.082,4.0,10.5,06/15/2015 4:00 AM,MontroseBeach201506150400
Montrose Beach,2015-06-15 05:00:00,15.6,0.59,0.076,4.0,10.5,06/15/2015 5:00 AM,MontroseBeach201506150500
Montrose Beach,2015-06-15 06:00:00,15.5,0.52,0.075,4.0,10.5,06/15/2015 6:00 AM,MontroseBeach201506150600
Montrose Beach,2015-06-15 07:00:00,15.5,0.59,0.077,5.0,10.5,06/15/2015 7:00 AM,MontroseBeach201506150700
Montrose Beach,2015-06-15 08:00:00,15.6,0.52,0.068,4.0,10.5,06/15/2015 8:00 AM,MontroseBeach201506150800
Montrose Beach,2015-06-15 09:00:00,15.8,0.47,0.074,4.0,10.5,06/15/2015 9:00 AM,MontroseBeach201506150900
Montrose Beach,2015-06-15 10:00:00,16.0,0.45,0.068,4.0,10.4,06/15/2015 10:00 AM,MontroseBeach201506151000
Montrose Beach,2015-06-15 11:00:00,16.3,0.38,0.064,4.0,10.5,06/15/2015 11:00 AM,MontroseBeach201506151100
Montrose Beach,2015-06-15 12:00:00,16.4,0.47,0.072,4.0,10.5,06/15/2015 12:00 PM,MontroseBeach201506151200
Montrose Beach,2015-06-15 13:00:00,16.4,0.7,0.075,4.0,10.5,06/15/2015 1:00 PM,MontroseBeach201506151300
Montrose Beach,2015-06-15 14:00:00,16.6,1.03,0.074,4.0,10.4,06/15/2015 2:00 PM,MontroseBeach201506151400
Montrose Beach,2015-06-15 15:00:00,16.6,1.27,0.07,10.0,10.4,06/15/2015 3:00 PM,MontroseBeach201506151500
Montrose Beach,2015-06-15 16:00:00,16.6,0.81,0.074,10.0,10.4,06/15/2015 4:00 PM,MontroseBeach201506151600
Montrose Beach,2015-06-15 17:00:00,16.7,1.27,0.08,8.0,10.4,06/15/2015 5:00 PM,MontroseBeach201506151700
Montrose Beach,2015-06-15 18:00:00,16.2,0.82,0.079,7.0,10.4,06/15/2015 6:00 PM,MontroseBeach201506151800
Montrose Beach,2015-06-15 19:00:00,15.5,0.64,0.071,6.0,10.4,06/15/2015 7:00 PM,MontroseBeach201506151900
Montrose Beach,2015-06-15 20:00:00,15.4,1.52,0.077,5.0,10.4,06/15/2015 8:00 PM,MontroseBeach201506152000
Montrose Beach,2015-06-15 21:00:00,15.3,1.03,0.074,5.0,10.4,06/15/2015 9:00 PM,MontroseBeach201506152100
Montrose Beach,2015-06-15 22:00:00,15.5,1.29,0.071,9.0,10.4,06/15/2015 10:00 PM,MontroseBeach201506152200
Montrose Beach,2015-06-15 23:00:00,15.8,0.75,0.077,8.0,10.4,06/15/2015 11:00 PM,MontroseBeach201506152300
Montrose Beach,2015-06-16 00:00:00,15.8,1.22,0.079,3.0,10.4,06/16/2015 12:00 AM,MontroseBeach201506162400
Montrose Beach,2015-06-16 01:00:00,15.4,1.0,0.334,3.0,10.4,06/16/2015 1:00 AM,MontroseBeach201506160100
Montrose Beach,2015-06-16 02:00:00,15.1,1.16,0.328,3.0,10.4,06/16/2015 2:00 AM,MontroseBeach201506160200
Montrose Beach,2015-06-16 03:00:00,15.0,1.21,0.307,3.0,10.4,06/16/2015 3:00 AM,MontroseBeach201506160300
Montrose Beach,2015-06-16 04:00:00,15.0,1.07,0.261,3.0,10.3,06/16/2015 4:00 AM,MontroseBeach201506160400
Montrose Beach,2015-06-16 05:00:00,15.0,1.09,0.263,3.0,10.3,06/16/2015 5:00 AM,MontroseBeach201506160500
Montrose Beach,2015-06-16 06:00:00,14.9,0.96,0.28,3.0,10.3,06/16/2015 6:00 AM,MontroseBeach201506160600
Montrose Beach,2015-06-16 07:00:00,14.9,0.93,0.313,3.0,10.3,06/16/2015 7:00 AM,MontroseBeach201506160700
Montrose Beach,2015-06-16 08:00:00,15.0,0.97,0.338,3.0,10.3,06/16/2015 8:00 AM,MontroseBeach201506160800
Montrose Beach,2015-06-16 09:00:00,15.1,1.47,0.362,3.0,10.3,06/16/2015 9:00 AM,MontroseBeach201506160900
Montrose Beach,2015-06-16 10:00:00,15.3,1.32,0.36,3.0,10.3,06/16/2015 10:00 AM,MontroseBeach201506161000
Montrose Beach,2015-06-16 11:00:00,15.5,1.7,0.386,3.0,10.3,06/16/2015 11:00 AM,MontroseBeach201506161100
Montrose Beach,2015-06-16 12:00:00,15.6,1.68,0.363,3.0,10.3,06/16/2015 12:00 PM,MontroseBeach201506161200
Montrose Beach,2015-06-16 13:00:00,15.8,1.66,0.394,3.0,10.3,06/16/2015 1:00 PM,MontroseBeach201506161300
Montrose Beach,2015-06-16 14:00:00,16.2,2.47,0.38,4.0,10.3,06/16/2015 2:00 PM,MontroseBeach201506161400
Montrose Beach,2015-06-16 15:00:00,16.4,3.02,0.36,4.0,10.3,06/16/2015 3:00 PM,MontroseBeach201506161500
Montrose Beach,2015-06-16 16:00:00,16.5,2.2,0.36,4.0,10.2,06/16/2015 4:00 PM,MontroseBeach201506161600
Montrose Beach,2015-06-16 17:00:00,16.6,2.4,0.351,3.0,10.2,06/16/2015 5:00 PM,MontroseBeach201506161700
Montrose Beach,2015-06-16 18:00:00,16.6,1.79,0.336,4.0,10.2,06/16/2015 6:00 PM,MontroseBeach201506161800
Montrose Beach,2015-06-16 19:00:00,16.7,2.57,0.311,4.0,10.2,06/16/2015 7:00 PM,MontroseBeach201506161900
Montrose Beach,2015-06-16 20:00:00,16.6,2.37,0.289,3.0,10.2,06/16/2015 8:00 PM,MontroseBeach201506162000
Montrose Beach,2015-06-16 21:00:00,16.4,1.81,0.297,4.0,10.2,06/16/2015 9:00 PM,MontroseBeach201506162100
Montrose Beach,2015-06-16 22:00:00,16.4,1.84,0.287,4.0,10.2,06/16/2015 10:00 PM,MontroseBeach201506162200
Montrose Beach,2015-06-16 23:00:00,16.3,1.46,0.293,4.0,10.2,06/16/2015 11:00 PM,MontroseBeach201506162300
Montrose Beach,2015-06-17 00:00:00,16.2,1.17,0.328,4.0,10.2,06/17/2015 12:00 AM,MontroseBeach201506172400
Montrose Beach,2015-06-17 01:00:00,16.1,1.29,0.33,5.0,10.2,06/17/2015 1:00 AM,MontroseBeach201506170100
Montrose Beach,2015-06-17 02:00:00,16.0,1.2,0.325,4.0,10.2,06/17/2015 2:00 AM,MontroseBeach201506170200
Montrose Beach,2015-06-17 03:00:00,16.2,1.4,0.352,5.0,10.2,06/17/2015 3:00 AM,MontroseBeach201506170300
Montrose Beach,2015-06-17 04:00:00,16.1,1.58,0.326,4.0,10.2,06/17/2015 4:00 AM,MontroseBeach201506170400
Montrose Beach,2015-06-17 05:00:00,16.1,2.01,0.327,4.0,10.2,06/17/2015 5:00 AM,MontroseBeach201506170500
Montrose Beach,2015-06-17 06:00:00,16.2,2.24,0.298,4.0,10.2,06/17/2015 6:00 AM,MontroseBeach201506170600
Montrose Beach,2015-06-17 07:00:00,16.1,2.34,0.3,4.0,10.2,06/17/2015 7:00 AM,MontroseBeach201506170700
Montrose Beach,2015-06-17 08:00:00,16.0,2.2,0.295,4.0,10.2,06/17/2015 8:00 AM,MontroseBeach201506170800
Montrose Beach,2015-06-17 09:00:00,15.9,2.41,0.276,4.0,10.2,06/17/2015 9:00 AM,MontroseBeach201506170900
Montrose Beach,2015-06-17 10:00:00,15.9,1.94,0.289,4.0,10.2,06/17/2015 10:00 AM,MontroseBeach201506171000
Montrose Beach,2015-06-17 11:00:00,16.0,2.0,0.275,4.0,10.2,06/17/2015 11:00 AM,MontroseBeach201506171100
Montrose Beach,2015-06-17 12:00:00,16.1,1.78,0.246,4.0,10.2,06/17/2015 12:00 PM,MontroseBeach201506171200
Montrose Beach,2015-06-17 13:00:00,16.2,1.66,0.235,3.0,10.2,06/17/2015 1:00 PM,MontroseBeach201506171300
Montrose Beach,2015-06-17 14:00:00,16.4,1.3,0.226,3.0,10.2,06/17/2015 2:00 PM,MontroseBeach201506171400
Montrose Beach,2015-06-17 15:00:00,16.6,1.17,0.216,4.0,10.2,06/17/2015 3:00 PM,MontroseBeach201506171500
Montrose Beach,2015-06-17 16:00:00,16.8,1.2,0.214,4.0,10.2,06/17/2015 4:00 PM,MontroseBeach201506171600
Montrose Beach,2015-06-17 17:00:00,17.7,1.7,0.192,4.0,10.2,06/17/2015 5:00 PM,MontroseBeach201506171700
Montrose Beach,2015-06-17 18:00:00,17.4,1.33,0.196,7.0,10.2,06/17/2015 6:00 PM,MontroseBeach201506171800
Montrose Beach,2015-06-17 19:00:00,17.4,1.5,0.181,6.0,10.2,06/17/2015 7:00 PM,MontroseBeach201506171900
Montrose Beach,2015-06-17 20:00:00,17.0,1.4,0.177,4.0,10.2,06/17/2015 8:00 PM,MontroseBeach201506172000
Montrose Beach,2015-06-17 21:00:00,16.7,1.43,0.161,4.0,10.2,06/17/2015 9:00 PM,MontroseBeach201506172100
Montrose Beach,2015-06-17 22:00:00,16.5,1.5,0.148,4.0,10.2,06/17/2015 10:00 PM,MontroseBeach201506172200
Montrose Beach,2015-06-17 23:00:00,16.3,1.5,0.14,4.0,10.2,06/17/2015 11:00 PM,MontroseBeach201506172300
Montrose Beach,2015-06-18 00:00:00,16.4,1.53,0.135,3.0,10.2,06/18/2015 12:00 AM,MontroseBeach201506182400
Montrose Beach,2015-06-18 01:00:00,16.4,1.55,0.141,6.0,10.2,06/18/2015 1:00 AM,MontroseBeach201506180100
Montrose Beach,2015-06-18 02:00:00,16.2,1.4,0.141,6.0,10.2,06/18/2015 2:00 AM,MontroseBeach201506180200
Montrose Beach,2015-06-18 03:00:00,16.0,1.3,0.141,3.0,10.2,06/18/2015 3:00 AM,MontroseBeach201506180300
Montrose Beach,2015-06-18 04:00:00,15.7,1.16,0.125,4.0,10.1,06/18/2015 4:00 AM,MontroseBeach201506180400
Montrose Beach,2015-06-18 05:00:00,15.8,1.16,0.114,4.0,10.1,06/18/2015 5:00 AM,MontroseBeach201506180500
Montrose Beach,2015-06-18 06:00:00,15.8,1.06,0.104,4.0,10.2,06/18/2015 6:00 AM,MontroseBeach201506180600
Montrose Beach,2015-06-18 07:00:00,15.7,0.96,0.106,4.0,10.1,06/18/2015 7:00 AM,MontroseBeach201506180700
