# Started Tue Oct 21 20:05:55 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstructed_confidence,reconstruction_method,confidence,reconstruction_flag,status,source,extras,reconstruction_time
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191300_Wave_Height,None,1761091556.06529,1432040400,float,None,0.194,source,0.19402486916584552,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.194},1761091556.0692854
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191300_Wave_Period,None,1761091556.06529,1432040400,float,None,3.0,source,2.9997713991798944,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761091556.0692854
Calumet_Beach_Water_Temperature,CalumetBeach201505191300_Water_Temperature,None,1761091556.06529,1432040400,float,None,12.9,source,12.899970395223763,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1761091556.0702894
Calumet_Beach_Turbidity,CalumetBeach201505191300_Turbidity,None,1761091556.06529,1432040400,float,None,1.3,source,1.2995838884228879,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.3},1761091556.0702894
Calumet_Beach_Wave_Height,CalumetBeach201505191300_Wave_Height,None,1761091556.06529,1432040400,float,None,0.147,source,0.14699876646765678,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.147},1761091556.0712883
Calumet_Beach_Wave_Period,CalumetBeach201505191300_Wave_Period,None,1761091556.06529,1432040400,float,None,3.0,source,2.9958289885297185,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761091556.0712883
Montrose_Beach_Water_Temperature,MontroseBeach201505191300_Water_Temperature,None,1761091556.0662997,1432040400,float,None,12.0,source,11.999491784674595,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.0},1761091556.0722878
Montrose_Beach_Turbidity,MontroseBeach201505191300_Turbidity,None,1761091556.0662997,1432040400,float,None,0.5,source,0.49979441127613033,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.5},1761091556.073288
Montrose_Beach_Wave_Period,MontroseBeach201505191300_Wave_Period,None,1761091556.0662997,1432040400,float,None,3.0,source,2.9958289885297185,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761091556.073288
63rd_Street_Beach_Water_Temperature,63rdStreetBeach201505191400_Water_Temperature,,,1432044000,,,11.299834158415909,missing,11.299834158415909,0.9512294249739741,KalmanFilter,0.951229424500714,True,reconstructed,,{'ground_truth': 11.3},1761091556.1303115
63rd_Street_Beach_Turbidity,63rdStreetBeach201505191400_Turbidity,None,1761091556.1303115,1432044000,float,None,1.27,source,1.2697522226377174,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 1.27},1761091556.1323135
63rd_Street_Beach_Wave_Height,63rdStreetBeach201505191400_Wave_Height,None,1761091556.1303115,1432044000,float,None,0.237,source,0.2367872466133933,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 0.237},1761091556.1323135
63rd_Street_Beach_Wave_Period,63rdStreetBeach201505191400_Wave_Period,None,1761091556.1303115,1432044000,float,None,3.0,source,2.999946408265185,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 3.0},1761091556.133316
Calumet_Beach_Water_Temperature,CalumetBeach201505191400_Water_Temperature,None,1761091556.1313136,1432044000,float,None,12.9,source,12.89999985343811,1.0,KalmanFilter,1.0,False,reconstructed,dataset,{'ground_truth': 12.9},1761091556.1343122
